Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MBD2 KD HMLER HUMAN GSE63234 RNASEQ UP	35/252	2.149460891814357E-8	1.1681332033230669E-7	0	0	3.238028023548043	57.168886168617824	TMEM167A;MRPL17;HMGB1;COX7C;RTN4;PRDX3;TMEM123;CHCHD2;SERP1;RAD21;SUMO2;ARL6IP5;TIMP2;PAPOLA;CYP1B1;PLS3;ELOB;SPTSSA;UBXN4;HMGN2;CTSD;NDFIP1;TNFRSF12A;EIF1AX;HMGA2;HLA-A;ATP5F1E;SPCS3;MYL6;CYCS;KCTD12;SEC22B;ITM2B;RPS24;RAB7A
SRF MUT MOUSE GSE1948 CREEDSID GENE 1400 UP	36/264	2.1998363340854048E-8	1.192189079944618E-7	0	0	3.1713900134952766	55.91889309431781	CSTB;GRN;TMED10;SLC44A1;SLC20A1;GSTP1;FCF1;ACTB;GJA1;UCHL1;YWHAQ;GNG5;DNAJB6;CFL1;TIMM17A;ME1;CTSD;YWHAG;EGR1;NDFIP1;CAVIN1;ANXA5;ATP1B3;HSPE1;APRT;CS;TM9SF2;COL4A2;RNF149;COL4A1;MYH9;CYSTM1;PABPC1;SELENOT;ARF5;RAB7A
INSM1 KO MOUSE GSE46139 CREEDSID GENE 2298 UP	38/288	2.2181690473328447E-8	1.1942230469367222E-7	0	0	3.055948608137045	53.8580341192732	BEX3;TMED10;KRTCAP2;GJA1;UCHL1;TUBA1B;PSMB4;RPL36AL;SUMO2;TIMM17A;SPTSSA;CHCHD1;TIMM8B;PLA2G12A;NOP58;UQCC2;NFYC;GLRX5;ANXA5;NDUFA1;EDF1;TUBB4B;MRPS6;MRPS18C;MED28;RPS26;MRPL53;PPA1;NDUFS6;DAD1;GNB2;PSMC2;KLF9;ERH;SEC22B;SLC25A5;PTMA;ITM2B
INSM1 DEFICIENCY MOUSE GSE46139 CREEDSID GENE 299 DOWN	38/288	2.2181690473328447E-8	1.1942230469367222E-7	0	0	3.055948608137045	53.8580341192732	BEX3;TMED10;KRTCAP2;GJA1;UCHL1;TUBA1B;PSMB4;RPL36AL;SUMO2;TIMM17A;SPTSSA;CHCHD1;TIMM8B;PLA2G12A;NOP58;UQCC2;NFYC;GLRX5;ANXA5;NDUFA1;EDF1;TUBB4B;MRPS6;MRPS18C;MED28;RPS26;MRPL53;PPA1;NDUFS6;DAD1;GNB2;PSMC2;KLF9;ERH;SEC22B;SLC25A5;PTMA;ITM2B
ADAR OE HEK293 HUMAN GSE87198 RNASEQ UP	37/276	2.2219526706203493E-8	1.1942230469367222E-7	0	0	3.1109703980489116	54.82243607886018	NOTCH2;PPP1R15A;LRRC59;NDUFA11;DHX9;KMT2C;MYCBP2;HEATR1;COX7C;IPO7;ACTB;PNN;CHCHD2;ATP5F1B;POLR2A;RPL36AL;CFL1;TPR;SOX4;SRRM2;COX8A;SPEN;PARP1;ZFR;DYNLL2;SETX;CS;MTHFD1;NCL;CKS2;MYH9;LCOR;CALR;PABPC1;TARDBP;SNRNP200;PTMA
ZNF589 SIRNA T47D HUMAN GSE79586 RNASEQ DOWN	42/338	2.3810262892614858E-8	1.2762039259200985E-7	0	0	2.8579773321708806	50.166502336729664	FEN1;SLC20A1;TMEM167A;NUCKS1;KIF11;HMGB1;RBM3;TUBA1B;SERP1;STC2;RAD21;LAMP2;TPR;SUMO2;TIMP2;TRIM25;EIF4EBP2;HMGN2;GLUL;YWHAH;GSTM3;DR1;HSBP1;EIF1AX;ANXA5;PRPF4B;ATP1B3;DHCR24;TUBG1;ASPM;TSPAN13;MTHFD1;TMX1;NCL;CKS2;SRSF2;SRSF3;CALR;SELENOT;MCM6;PTMA;ITM2B
ZNF395 KD HUMAN GSE49613 CREEDSID GENE 813 UP	39/301	2.402623799527012E-8	1.2837650908431102E-7	0	0	2.9940109472030634	52.52728540478714	CSTB;COX7B;RNASEK;SLC20A1;MRPL17;NEDD8;TXN;GNS;COX7C;PTS;TXNDC17;PSMB6;PSMB7;MAP1LC3B;RPL36AL;LAMP2;ARL6IP5;TIMP2;CYP1B1;RING1;NDUFA4;NDUFA1;COMMD3;REXO2;IGF2R;ATOX1;HIGD2A;MYL6;RRAGA;NDUFS8;OAF;BAMBI;UQCRQ;DAD1;PSMC2;DYNLRB1;RAB7A;PPIC;MXD4
MITF KD H3A HUMAN GSE61966 RNASEQ UP	56/522	2.408293302145455E-8	1.2837650908431102E-7	0	0	2.4351818880371834	42.717382131156135	YWHAE;NUP188;TCF25;YBX1;ACTB;ZCCHC14;TRIM28;YWHAQ;CFL1;TIMP2;SLC39A6;PAPOLA;DHX15;KIF1C;DIP2B;SOX4;SRRM2;TPM3;ANXA5;ZFR;EPN1;DDB1;EEF1A1;INF2;MAF;COL4A2;NCL;UQCRC1;MYH9;PABPC1;SNRNP200;TLN1;PTMA;RABL6;RAB7A;LRRC59;TTYH3;DDX24;DHX9;RAB1B;IQGAP1;RTN4;BCLAF1;ATP5F1B;POLR2A;MAPK1;HSPA9;SF3A1;MARCKSL1;CAVIN1;XRCC5;DHCR24;CS;MARCKS;GNB2;RNPS1
KMT2A CHROMTRANSLOC HUMAN GSE15013 CREEDSID GENE 1506 DOWN	43/351	2.468421993663701E-8	1.3122319644789864E-7	0	0	2.813247032837991	49.279934287028915	TMEM167A;MYCBP2;TXNDC12;GHITM;IQGAP1;UQCR10;YBX1;IFI30;COX5A;HOXA10;HOXA9;PSMB4;CHCHD2;ATP5F1B;GNG5;CYC1;ATP5MG;HOXA5;COX8A;WDR83OS;GABARAPL2;MARCKSL1;NDUFA4;ANXA5;ZFR;RFLNB;GTF3A;NDUFA1;COMMD3;TMEM170B;ATP5F1E;COX6B1;RPS26;CS;RPS25;OXA1L;SPCS1;EIF3K;CAT;PABPC1;SLC25A5;PTMA;APOBEC3A
NR2F2 KD HUMAN GSE47438 CREEDSID GENE 2217 UP	41/326	2.481120210353314E-8	1.3153982419563356E-7	0	0	2.8961991444777357	50.71815423519223	BEX3;GMFB;TCF25;SLC20A1;NOL7;NEDD8;NUCKS1;LAMC1;GNS;ACTB;TXNDC17;TUBA1B;YWHAQ;SERTAD2;CFL1;PLS3;POLR2G;CYC1;ATP5MG;PPP1R14B;MARCKSL1;NDUFA7;PARP4;TNFRSF12A;HSBP1;NDUFA4;ANXA5;NDUFA1;DDX10;COMMD3;EEF1A1;RPS25;RSL1D1;MYL6;TMEM256;MARCKS;PPA1;MYH9;EIF3E;VAMP3;RBM22
ELK1 KD HUMAN GSE34589 CREEDSID GENE 2865 DOWN	42/339	2.5936427864618465E-8	1.3713271209721035E-7	0	0	2.8482024546540674	49.751310684859796	BEX3;SF3B5;TMED10;ANP32A;NDUFA11;NAXE;NUCKS1;LAMC1;PRDX2;CHCHD2;PRDX4;GNG5;CFL1;SUMO2;HMGN2;TMEM14A;ATP5ME;UBQLN2;WDR83OS;GSTM3;ANXA5;MRPL27;NDUFA1;CNPY2;DHCR24;EDF1;TBCA;TUBG1;TUBB4B;RABGGTB;GRHL2;LSM3;RRAGA;MRPL51;TSPAN13;REEP5;DAD1;ERH;PABPC1;PTMA;ITM2B;SNRPB
TSHZ3 SIRNA BT549 HUMAN GSE79586 RNASEQ DOWN	43/352	2.683517433047263E-8	1.4150114896960025E-7	0	0	2.8039928795621836	48.88355661268688	TTYH3;NUP188;RAB1B;KIF14;NUCKS1;IQGAP1;KIF11;MRPL37;LAMC1;HMGB1;YBX1;SOGA1;ACTB;CDC20;TUBA1B;IPO9;POLR2A;RAD21;LAMP2;CFL1;TPR;PLS3;HMGN2;SRRM2;PARP1;ANXA5;DHCR24;NR2F2;TUBB4B;EPN1;ASPM;MARCKS;EIF2S3;KIF4A;GNB2;NCAPD2;UQCRC2;KIF20A;TLN1;SNRNP200;PTMA;RBMX;RTL8C
FOXQ1 SIRNA MDAMB231 HUMAN GSE79586 RNASEQ UP	54/499	3.206915025574387E-8	1.6864396805648598E-7	0	0	2.4564441506939856	42.38685594740868	YWHAE;GMFB;NUCKS1;YBX1;IPO7;DCAF7;ACTB;TUBA1B;TRIM28;CFL1;PAPOLA;KIF1C;YWHAG;SRRM2;COX8A;TPM3;HLA-A;DDOST;SREBF2;TGFBR1;CCNA2;MYL6;RCN1;COL4A2;PSME4;PABPC1;SNRNP200;TLN1;NOTCH2;LRRC59;TTYH3;TMED10;SLC20A1;IQGAP1;GNS;RTN4;PCBP1;GCNT2;EIF4EBP2;LDLR;ABCF1;HSPA9;PPIL1;XRCC5;HMGA2;DHCR24;TUBB4B;IGF2R;SRPK1;SPCS3;PSMC2;CYCS;NCAPD2;CALR
TET2 KO MOUSE GSE27816 CREEDSID GENE 3127 DOWN	37/280	3.260232482161435E-8	1.7033584714836812E-7	0	0	3.05910961466517	52.73563039903097	RBM8A;NAXE;DHX9;POP4;MRPL16;HMGB1;WDR43;PSMB6;LAPTM4B;SLC9A3R1;RIDA;TMEM223;SERP1;PGRMC2;ARL6IP5;TRIM25;ELOB;POLR2G;CHCHD1;POLR2K;SDF2L1;ENTPD4;NDUFA4;EDF1;CCNA2;SPCS2;SMDT1;CKS2;RSRP1;CYCS;ERH;HPRT1;DYNLRB1;SRSF6;CDC42SE2;RNF187;RBM22
FOXM1 SIRNA HUMAN GSE2222 CREEDSID GENE 853 UP	36/268	3.2613460586640266E-8	1.7033584714836812E-7	0	0	3.1160477453580904	53.71611598234459	MRPS17;HDAC2;GMFB;RPL31;SLC20A1;NDUFB1;NEDD8;TXN;UQCR10;LAMC1;COX7C;PSMB7;TUBA1B;CDH3;RPL36AL;PSMB3;C1QBP;PSMB1;HMGN2;ATP5MG;BCAS2;TIMM8B;GABARAPL2;NDUFA4;ATP1B3;EDF1;TBCA;ATP5F1E;LSM3;RPS26;RPS25;NDUFS6;EIF3E;SNRPF;SLIRP;SNRNP200
AFF1 SHRNA HELA HUMAN GSE69021 RNASEQ UP	48/419	3.265279694181941E-8	1.7033584714836812E-7	0	0	2.6123849196625475	45.030554846489636	NOTCH2;BEX3;SLC44A1;NAXE;RPL31;DDX1;USP34;TXN;HMGB1;SOGA1;ACTB;RBM3;PSMB7;LAPTM4B;MRPL3;BCLAF1;YWHAQ;RPL36AL;DDI2;SUMO2;PLS3;ABCF1;DFFA;PARP1;TPM3;LIX1L;ZFR;CNPY2;PRPF4B;PA2G4;RABGGTB;SMU1;EEF1A1;RPS25;NR4A1;MARCKS;POLR1A;SRSF2;ATP5PO;SRSF3;EIF3E;PABPC1;SRSF6;SEC22B;SLC25A5;CRK;PTMA;RPS24
ZBTB7B KO MOUSE GSE17812 CREEDSID GENE 1681 DOWN	47/408	3.8292694329267785E-8	1.992241243637372E-7	0	0	2.627383394474807	44.87047123411398	ICE1;NAXE;CTBP1;DHX9;GHITM;PRPF19;YY1;KRTCAP2;TUBA1B;PSMB4;SERP1;GRPEL1;YWHAQ;PSMB3;PCBP1;MAGOH;DHX15;POLR2G;UBXN4;GLUL;CTSD;YWHAH;IK;NDFIP1;ATP5PB;PRPF4B;ATP1B3;TBCA;RABGGTB;HSPE1;COX6B1;TM9SF2;SPCS3;MYL6;SPCS2;SUCLA2;DAD1;TMX1;DNAJA2;CKS2;RSRP1;JTB;EIF3E;RNPS1;HPRT1;SFT2D1;ITM2B
GATA1 DELTAN MUTATION MOUSE GSE2433 CREEDSID GENE 980 DOWN	35/258	3.9320847730875176E-8	2.0370633324639548E-7	0	0	3.149901173002283	53.710574444014554	CSTB;FEN1;HMGB1;YBX1;GNS;ACTB;SRM;TUBA1B;ATP5F1B;TRIM28;POLR2A;C1QBP;CFL1;SUMO2;COTL1;UTP20;CTSD;ATP6V1C1;NDUFA4;ANXA5;TMA7;HMGA2;ATP1B3;PA2G4;REXO2;HSPE1;SMDT1;CNIH1;GNB2;CALR;PABPC1;SLC25A5;PTMA;ARF5;TOMM5
SRF KO MOUSE GSE1948 CREEDSID GENE 1185 UP	37/282	3.936303825417278E-8	2.0370633324639548E-7	0	0	3.033814252973917	51.72786357230948	CSTB;GRN;MRPS14;SLC20A1;GSTP1;MRPS31;UCHL1;YWHAQ;GNG5;POLR2A;ZIC3;TIMM17A;ME1;HSPA9;EGR1;CPT1A;NDFIP1;PARP1;CAVIN1;HSPA4;RNF26;ATP1B3;HSPE1;EPN1;CS;MRPL51;RNF149;COL4A1;PSMC2;KLF9;UQCRC1;RSRP1;CYSTM1;ANP32B;PABPC1;TOP1;PTMA
JUN SIRNA PC3 HUMAN GSE53470 RNASEQ DOWN	52/476	4.2461509059470136E-8	2.1875529379989962E-7	0	0	2.4800246103363413	42.09759399690118	YWHAE;YBX1;IPO7;DCAF7;CFL1;TIMP2;COTL1;PLS3;TRIM25;KIF1C;GLUL;SRRM2;SUPT16H;PARP1;TPM3;ANXA5;SREBF2;EPN1;DDB1;EEF1A1;NCL;CDC37;UQCRC1;MYH9;TOP1;PABPC1;SNRNP200;SLC25A5;TLN1;PTMA;SNRPB;PPP1R15A;LRRC59;GRN;SLC20A1;SLC5A3;PPM1G;ATP5F1B;STC2;ZNF503;LDLR;HSPA9;PPP1R14B;XRCC5;GDF15;RNF26;FZD8;PDAP1;PA2G4;POLR3A;EIF2S3;RNF187
GLI1 SIRNA HCT116 HUMAN GSE57871 4HR RNASEQ DOWN	30/201	4.249526209644385E-8	2.1875529379989962E-7	0	0	3.5119380191455285	59.611190789399494	YWHAE;TMED10;ANP32A;SLC20A1;NUCKS1;HMGB1;TOMM22;TUBA1B;PCBP1;RAD21;C1QBP;BUB3;HMGN2;YWHAH;HSPA9;XRCC5;HSPA4;ALYREF;HMGA2;DHCR24;HSPE1;DDB1;EEF1A1;SRSF2;ERH;ANP32B;MCM6;PTMA;RPS24;MAD2L1
NR4A2 OE MOUSE GSE3571 CREEDSID GENE 3121 UP	35/259	4.339164623222031E-8	2.227818468396364E-7	0	0	3.1356723585912487	53.15905003810572	RNASEH2C;USP34;SMC3;COX7C;ATP5IF1;LAPTM4B;GJA1;TUBA1B;PCBP1;POLR2G;DIP2B;CYC1;ARGLU1;DCPS;PPP1R14B;IMP3;ALYREF;ANXA5;HMGA2;ATP1B3;EEF1A1;SEM1;MRPL51;COL4A2;COL4A1;CDC37;UQCRC1;SRSF2;MYH9;ERH;PABPC1;SRSF6;DCTPP1;RPS24;PPIC
ATF4 KO HEK293 HUMAN GSE97384 RNASEQ DOWN	48/423	4.392717679712498E-8	2.2493942764092083E-7	0	0	2.583965367965368	43.774266467722605	DHX9;USP34;IRS4;MSI2;SMC3;NID1;IPO7;NUP160;PNN;BCLAF1;ATP5F1B;RAD21;STC2;SESN2;SLC39A6;COTL1;EP400;PLS3;TRIM25;IARS2;NPTX1;TEAD1;GLUL;ZC3H15;HSPA9;SUPT16H;SMARCC1;PARP1;EIF1AX;XRCC5;TEX15;TMEM170B;DDB1;EEF1A1;NUDT21;RAD50;RCN1;EIF2S3;MTHFD1;PSME4;ID4;LCOR;KCTD12;ANP32B;PABPC1;SNRNP200;GART;ATG2B
STAT3 KD HUMAN GSE47763 CREEDSID GENE 1790 DOWN	38/296	4.647911147539077E-8	2.3738415311122355E-7	0	0	2.959928954401341	49.97621845639494	PPP1R15A;FH;ECHS1;POMP;CISD1;NOL7;GHITM;MRPL37;ACTB;CDC20;PSMB6;YY1;PSMB7;TUBA1B;CHCHD2;PRDX4;SAMM50;ORC6;YWHAQ;PSMB3;PSMB1;PCID2;SDF2L1;NDUFA4;EDF1;TUBB4B;EPN1;MYL6;NDUFS8;SDHAF2;PPA1;MSH3;CDC37;PSMC2;EIF3E;ANP32B;SRSF6;SNRPB
NR4A2 OE MOUSE GSE3571 CREEDSID GENE 1290 DOWN	35/260	4.785517776491966E-8	2.437740256380111E-7	0	0	3.121570022530535	52.6143327975278	RNASEH2C;USP34;SMC3;COX7C;ATP5IF1;LAPTM4B;GJA1;TUBA1B;PCBP1;POLR2G;DIP2B;CYC1;ARGLU1;DCPS;PPP1R14B;IMP3;ALYREF;ANXA5;HMGA2;ATP1B3;EEF1A1;SEM1;MRPL51;COL4A2;COL4A1;CDC37;UQCRC1;SRSF2;MYH9;ERH;PABPC1;SRSF6;DCTPP1;RPS24;PPIC
EZH2 SIRNA MCF7 HUMAN GSE76271 RNASEQ DOWN	44/372	4.8235032572494E-8	2.4506913684618697E-7	0	0	2.7031644238856183	45.540698329828466	BEX3;FEN1;ANP32A;GSTP1;IRS4;IQGAP1;UQCR10;YBX1;SMC3;NID1;COX7C;IPO7;ATP5IF1;PNN;PRDX2;TMEM123;ATP5F1B;TPR;ARL6IP5;IARS2;SUPT16H;MARCKSL1;PARP1;NUP133;XRCC5;ANXA5;TMA7;PRPF4B;CS;DDB1;EEF1A1;RPS25;NUDT21;OXA1L;MYL6;EIF2S3;MTHFD1;EIF3E;MCM6;TARDBP;SNRNP200;PTMA;GART;RPS24
RUNX1 SHRNA MCF7 HUMAN GSE75070 RNASEQ DOWN	46/398	4.8364640451163994E-8	2.450893857668077E-7	0	0	2.6356518751227176	44.39622973300367	NOTCH2;GRN;TMED10;ICE1;HEATR1;DDX23;GHITM;YBX1;GNS;ACTB;NUP160;PPM1G;RBM3;LAPTM4B;PNN;ATP5F1B;C1QBP;CFL1;IARS2;NELFCD;HEATR6;CTSD;BCAS2;HSPA9;TNFRSF12A;NDUFA4;XRCC5;GDF15;HSPA4;ZFR;MRPS23;PRPF4B;SHISA2;DDOST;ATP5F1E;IGF2R;FTSJ3;SETX;RPS25;LSG1;BAMBI;SRSF2;CALR;SNRNP200;SLC25A5;RPS24
TCF21 SIRNA HCASMC HUMAN GSE44461 RNASEQ DOWN	54/506	5.11950167136043E-8	2.5876030468456474E-7	0	0	2.4174908901613743	40.58392721582864	NUCKS1;GHITM;HMGB1;YBX1;IPO7;COX7C;ACTB;RBM3;TUBA1B;UCHL1;RPL36AL;C1QBP;CFL1;SUMO2;SLC39A6;ARL6IP5;KIF1C;SEC62;CTSC;TPM3;ANXA5;DDB1;EEF1A1;MYL6;RCN1;NCL;CDC37;MYH9;KCTD12;TLN1;PTMA;SAR1A;DHX9;ARHGAP18;IQGAP1;TXN;ADH5;RTN4;TMEM123;STC2;TPR;HSPA9;XRCC5;HSPA4;TBCA;ATP5F1E;IGF2R;RPS25;RSL1D1;EIF2S3;CYCS;EIF3E;RPS24;LIMS1
PRRX1 SIRNA T47D HUMAN GSE79586 RNASEQ UP	56/534	5.270552672354661E-8	2.6570667348227247E-7	0	0	2.372512835504559	39.759864339871186	YWHAE;RPL31;NUCKS1;GHITM;YBX1;IPO7;DCAF7;ACTB;LAPTM4B;CHCHD2;SERP1;TRIM28;CFL1;PAPOLA;CYP1B1;KIF1C;CTSD;YWHAG;SRRM2;CPT1A;TPM3;DYNLL2;DDOST;SREBF2;DDB1;EEF1A1;MYL6;ACOX1;NCL;LCOR;MYH9;PABPC1;SNRNP200;KMT2D;GRN;DHX9;RAB1B;DDX23;ATXN7L3B;GNS;SLC9A3R1;ATP5F1B;STC2;HSPA9;GSTM3;GREB1;DHCR24;IGF2R;CS;RPS25;SNX19;EIF2S3;NMT1;CCDC6;EIF3E;RPS24
ESR1 KO MOUSE GSE53812 CREEDSID GENE 2898 UP	40/323	5.6288269824278364E-8	2.830371505854822E-7	0	0	2.842778932043252	47.45388237666193	NDUFB8;NEDD8;YBX1;PSMA7;PSMB6;PRDX2;PURA;MAP1LC3B;TUBA1B;PGRMC1;CHCHD2;YWHAQ;RAD21;ARL6IP5;TIMP2;ELOB;CTSD;HEXIM1;GSTM3;IK;ATP5F1E;LSM3;DDOST;RPS26;SEM1;RPS25;MYL6;MARCKS;PNKD;CDC37;NCL;GNB2;RSRP1;GAS1;CPE;UQCRC2;ANP32B;SLC25A5;SLC25A4;SNRPB
EBF1 OE MOUSE GSE2192 CREEDSID GENE 858 DOWN	37/286	5.701729156533211E-8	2.8596590191250115E-7	0	0	2.984442583166892	49.780237430840714	CSTB;NAXE;TMEM167A;GSTP1;MRPL16;BRK1;ACTB;MAP1LC3B;EBP;PRDX4;ARL6IP5;ELOB;POLR2G;CTSD;SOX4;GSTM3;CPT1A;NDFIP1;HSBP1;UQCC2;ANXA5;MRPL27;REXO2;ATP5F1E;ATOX1;NSA2;COL4A2;COL4A1;ATP5PO;SBDS;GAS1;CPE;MYH9;TOP1;PTMA;ITM2B;ARF5
MECP2 KD MOUSE GSE47150 CREEDSID GENE 951 DOWN	41/336	5.822779912576407E-8	2.912882976778608E-7	0	0	2.7965300660853103	46.58712296218438	BEX3;SRP19;ECHS1;ANP32A;NDUFB6;NAXE;PDCD5;CISD1;GHITM;ENO2;COX5A;ACTB;TXNDC17;PRDX3;PGRMC1;CHCHD2;ATP5F1B;TIMM17A;PLS3;UQCRFS1;MAPK1;GLUL;ATP6V1C1;UBQLN2;NDUFA9;EGR1;SMIM13;HSBP1;TVP23B;TMEM170B;COX6B1;TSPAN13;KLF9;PGP;UQCRC2;HPRT1;CALR;PTMA;SLC25A4;CDC42SE2;RNF187
FOXD4L6 SIRNA T47D HUMAN GSE79586 RNASEQ UP	46/401	6.064438256451918E-8	3.026015099319103E-7	0	0	2.6129589632829373	43.42277609536991	YWHAE;LRRC59;TMED10;RPL31;TMEM167A;RAB1B;USP34;ATXN7L3B;GHITM;IQGAP1;GNS;IPO7;ACTB;CRKL;LAPTM4B;SLC9A3R1;SERP1;DNAJB6;PCBP1;STC2;LAMP2;CFL1;SEC62;SEPHS2;YWHAG;SRRM2;NSF;HSPA9;TPM3;NDUFA4;GREB1;DYNLL2;IGF2R;DDB1;TM9SF2;EEF1A1;REEP5;PSME4;CCDC6;MYH9;EIF3E;SELENOT;SNRNP200;CRK;RPS24;RAB7A
AR KD HUMAN GSE22483 CREEDSID GENE 2194 UP	34/251	6.36277675947606E-8	3.166779963708621E-7	0	0	3.142159511854814	52.066261392061335	GTF3C6;SYAP1;POMP;OMA1;GNS;COX7C;ACTB;PSMB6;PSMB4;ATP5F1B;EME2;PSMB1;LAMP2;CFL1;ARL6IP5;SLC39A6;CYC1;SEPHS2;BCAS2;ATP5PB;TMA7;HLA-A;TVP23B;TM9SF2;EEF1A1;MYL6;REEP5;RNF149;UQCRQ;DNAJA2;UQCRC1;MYH9;MMADHC;ITM2B
PPARG V290M DOMNEG MOUSE GSE11870 CREEDSID GENE 1726 UP	39/312	6.406783008661435E-8	3.180568358752789E-7	0	0	2.8716888684734343	47.56471163292745	CSTB;RNASEH2C;TMED10;NDUFB6;RPL31;FOXG1;PDCD5;MRPL13;NUDT3;SRM;PSMD8;PRDX2;KRTCAP2;PGRMC2;ARL6IP5;ELOB;LRRC8A;WDR83OS;COA3;CPT1A;PPP1R14B;TNFRSF12A;CCDC59;TMA7;HMGA2;REXO2;PRDX6;ATP5F1E;APRT;AIMP2;TMEM256;SMDT1;INF2;REEP5;OAF;COL4A1;NDUFS6;DAD1;CKS2
FOXP1 KD HUMAN GSE51382 CREEDSID GENE 1435 DOWN	42/350	6.469193531305616E-8	3.2034001471008267E-7	0	0	2.7448680351906156	45.43752790619385	MRPS36;GSTP1;TXN;HMGB1;COX7C;COX5A;ACTB;RTN4;PDLIM1;MRPL3;CHCHD2;ATP5F1B;SNRPD1;C1QBP;CFL1;SUMO2;ARL6IP5;COTL1;ISOC1;CYC1;SEC62;ARGLU1;DCAF12;ATP5ME;PARP1;ATP5PB;EIF1AX;THOC3;HLA-A;ATP5F1E;ATOX1;HIGD2A;EIF2S3;MTHFD1;SDHAF3;NCL;SNRPA1;LAP3;ANP32B;SNRPF;TOP1;SLC25A5
MECOM KD HUMAN GSE16238 CREEDSID GENE 2341 UP	38/300	6.647796812192418E-8	3.2835067292626346E-7	0	0	2.914118050901483	48.15986671615243	NOTCH2;BEX3;CSTB;GRN;TMED10;SLC20A1;NEDD8;IQGAP1;UQCR10;ACTB;GJA1;PGRMC1;CHCHD2;SERP1;SUMO2;ARL6IP5;TIMP2;SLC39A6;CYP1B1;PLS3;EGR1;NOP58;SDF2L1;FUCA2;ANXA5;HMGA2;ATP1B3;HLA-A;PRDX6;DDOST;TM9SF2;NUDT21;RRAGA;TSPAN13;RNF149;HPRT1;RTL8C;PPIC
FOXP3 KNOCKIN MOUSE GSE2389 CREEDSID GENE 2950 DOWN	30/205	6.675816606668222E-8	3.289019747376187E-7	0	0	3.4309372156505913	56.68659384142267	HDAC2;SLC20A1;BCCIP;YBX1;PRPF19;SRM;PPM1G;CHCHD2;RPL36AL;C1QBP;DHX15;UTP20;SPTSSA;CYC1;HSPA9;NOP58;ATP5PB;RFLNB;HSPE1;RPS26;RPS25;RSL1D1;PPA1;NCL;TSR1;CYCS;SNRPA1;RPS24;EIF3A;SNRPB
XBP1 KO MOUSE GSE40273 CREEDSID GENE 1060 UP	29/194	6.875453078693792E-8	3.3788435658769743E-7	0	0	3.5157106590828753	57.98364275230189	RNASEK;CTBP1;GSTP1;IFI30;PRDX2;SLC9A3R1;PSMB4;CHCHD2;ATP5F1B;PSMB3;PCBP1;CFL1;COTL1;UQCRFS1;CYC1;CTSD;PPP1R14B;UQCC2;EDF1;ATP5F1E;TSPAN13;REEP5;GNB2;CALR;TLN1;PTMA;RPS24;SNRPB;RNF187
HOXC13 OE MOUSE GSE2374 CREEDSID GENE 201 DOWN	42/351	7.012991405121262E-8	3.4325396977033115E-7	0	0	2.73583881407245	45.06724406798697	CSTB;NDUFB8;RNASEK;SLC44A1;NDUFA11;BRK1;ATXN7L3B;NUDT3;PSMD8;PSMB6;MRPL4;RBM3;MAP1LC3B;TUBA1B;PSMB3;ELOB;MSX1;EIF2B1;ARGLU1;CTSD;COA3;PPP1R14B;MARCKSL1;CAVIN1;ALYREF;PDAP1;ATP5F1E;ATOX1;CCNA2;COPS6;SMDT1;EIF3K;RNF149;UQCRQ;CDC37;NCL;GNB2;UQCRC1;SNRPC;VPS25;PTMA;ARF5
ESR1 MUT HUMAN GSE1045 CREEDSID GENE 1193 UP	34/252	7.019904353580838E-8	3.4325396977033115E-7	0	0	3.1275796639345868	51.51727689314004	CSTB;UQCR10;COX7C;ACTB;ATP5F1B;DNAJB6;DHX15;COTL1;CYC1;HSPA9;NDUFA6;ANXA5;TMA7;HLA-A;HSPE1;ATP5F1E;CS;TM9SF2;NSA2;CNIH1;MTHFD1;TMX1;UQCRQ;SCD;CDC37;NCL;UQCRC1;MYH9;EIF3E;HPRT1;PABPC1;SNRPF;PTMA;RTL8C
ATF2 KO MOUSE GSE9328 CREEDSID GENE 2544 DOWN	44/377	7.126620902006523E-8	3.476009344953682E-7	0	0	2.661864450657554	43.80588681219056	RNASEK;MRPL18;GSTP1;RAB1B;PSMA7;NUBP2;TMEM242;SRM;PPM1G;CDC20;PRDX3;RBM3;PSMB7;YWHAQ;PCBP1;C1QBP;SUMO2;ARL6IP5;EIF2B1;ABCF2;HOXA5;CTSC;ABCF1;TIMM8B;TNFRSF12A;MRPS25;TPM3;GTF3A;DDOST;SMU1;MRPL53;SPCS1;LPCAT3;PSMC2;DRG1;CPE;SUCLG1;HPRT1;TOP1;MMADHC;ARF5;RAB7A;SPC25;PPIC
TET2 KO MOUSE GSE27816 CREEDSID GENE 457 UP	34/253	7.740136412288037E-8	3.765836942736648E-7	0	0	3.113132965310434	50.97525304712898	SF3B5;BRK1;MIEF2;MRPS30;RNF7;PRPF19;NUDT3;PRDX2;GJA1;SNRPD1;EGR1;COA3;MARCKSL1;NDUFA7;NDUFA6;TPM3;UQCC2;PBDC1;COMMD3;HMGA2;TBCA;RABGGTB;MRPS18C;APRT;RPS26;MRPL50;NDUFS8;TSPAN13;EIF3K;CAT;UQCRC1;ATP5PO;BLMH;SNRPF
