NM_001005484.2	NP_001005484.2
XM_047416383.1	XP_047272339.1
XM_006714406.3	XP_006714469.1
XM_047416386.1	XP_047272342.1
XM_047416382.1	XP_047272338.1
XM_047416385.1	XP_047272341.1
XM_047416387.1	XP_047272343.1
NM_001400017.1	NP_001386946.1
NM_001400004.1	NP_001386933.1
NM_001400014.1	NP_001386943.1
NM_001400007.1	NP_001386936.1
NM_001400016.1	NP_001386945.1
NM_001400005.1	NP_001386934.1
NM_001400013.1	NP_001386942.1
NM_001400006.1	NP_001386935.1
XM_047416466.1	XP_047272422.1
XM_047416465.1	XP_047272421.1
NM_001400018.1	NP_001386947.1
NM_001400008.1	NP_001386937.1
NM_001400022.1	NP_001386951.1
NM_001400021.1	NP_001386950.1
NM_203504.3	NP_987100.1
NM_203505.3	NP_987101.1
NM_001400020.1	NP_001386949.1
NM_001400011.1	NP_001386940.1
NM_001400019.1	NP_001386948.1
NM_012297.5	NP_036429.2
NM_001400015.1	NP_001386944.1
NM_001400010.1	NP_001386939.1
NM_001400012.1	NP_001386941.1
NM_001290049.2	NP_001276978.1
XM_006714397.4	XP_006714460.1
XM_006714396.5	XP_006714459.1
NM_003715.4	NP_003706.2
NM_006239.3	NP_006230.2
XM_011532039.3	XP_011530341.1
NM_001042402.2	NP_001035861.1
XM_006714180.4	XP_006714243.1
XM_005262924.4	XP_005262981.1
XM_017008030.3	XP_016863519.1
XM_005262923.4	XP_005262980.1
XM_017008028.3	XP_016863517.1
NM_014435.4	NP_055250.2
XM_047450067.1	XP_047306023.1
XM_011531854.4	XP_011530156.1
NM_001363719.2	NP_001350648.1
XM_011531852.4	XP_011530154.1
XM_005262921.5	XP_005262978.1
XM_017008029.3	XP_016863518.1
NM_001288983.2	NP_001275912.1
NM_018115.4	NP_060585.2
NM_001288984.2	NP_001275913.1
XM_005263102.5	XP_005263159.1
XM_047415888.1	XP_047271844.1
NM_002416.3	NP_002407.1
XM_047415697.1	XP_047271653.1
XM_047415700.1	XP_047271656.1
XM_047415695.1	XP_047271651.1
XM_047415696.1	XP_047271652.1
XM_047415699.1	XP_047271655.1
XM_047415698.1	XP_047271654.1
NM_001130017.3	NP_001123489.1
XM_024454063.2	XP_024309831.1
NM_001377177.1	NP_001364106.1
NM_001377181.1	NP_001364110.1
NM_001377183.1	NP_001364112.1
XM_024454053.2	XP_024309821.1
XM_024454052.2	XP_024309820.1
XM_017008206.3	XP_016863695.1
XM_024454051.2	XP_024309819.1
NM_001377173.1	NP_001364102.1
NM_001130016.3	NP_001123488.1
NM_001377174.1	NP_001364103.1
NM_001179.6	NP_001170.2
NM_001377175.1	NP_001364104.1
XM_024454062.2	XP_024309830.1
XM_024454056.2	XP_024309824.1
XM_024454058.2	XP_024309826.1
XM_024454059.2	XP_024309827.1
XM_024454061.2	XP_024309829.1
NM_001377176.1	NP_001364105.1
NM_001377178.1	NP_001364107.1
NM_001377182.1	NP_001364111.1
NM_001377184.1	NP_001364113.1
NM_001377179.1	NP_001364108.1
NM_001377180.1	NP_001364109.1
NM_001377185.1	NP_001364114.1
XM_024454050.2	XP_024309818.1
XM_024454054.2	XP_024309822.1
NM_001565.4	NP_001556.2
NM_001302123.2	NP_001289052.1
NM_005409.5	NP_005400.1
XM_047415783.1	XP_047271739.1
NM_001278603.2	NP_001265532.1
XM_011532033.4	XP_011530335.1
NM_017426.4	NP_059122.2
XM_047415785.1	XP_047271741.1
XM_047415784.1	XP_047271740.1
XM_047415786.1	XP_047271742.1
XM_047416429.1	XP_047272385.1
NM_001204255.2	NP_001191184.1
NM_005506.4	NP_005497.1
XM_047416430.1	XP_047272386.1
NM_001242936.1	NP_001229865.1
NM_001136570.3	NP_001130042.1
NM_001242939.2	NP_001229868.1
NM_003943.5	NP_003934.1
XM_011531911.2	XP_011530213.1
XM_011531917.2	XP_011530219.1
XM_011531909.3	XP_011530211.1
XM_011531912.3	XP_011530214.1
XM_011531914.3	XP_011530216.1
XM_011531915.3	XP_011530217.1
XM_005262974.5	XP_005263031.1
NM_001394954.1	NP_001381883.1
XM_011531908.3	XP_011530210.1
XM_017008160.2	XP_016863649.1
XM_011531910.4	XP_011530212.1
XM_011531913.1	XP_011530215.1
NM_001042784.1	NP_001036249.1
NM_020859.4	NP_065910.3
XM_047416557.1	XP_047272513.1
NM_001029870.3	NP_001025041.1
XM_017008401.2	XP_016863890.1
XM_017008402.2	XP_016863891.1
XM_017008403.2	XP_016863892.1
XM_017008404.2	XP_016863893.1
NM_001306147.2	NP_001293076.1
XM_047415959.1	XP_047271915.1
NM_018243.4	NP_060713.1
XM_047415960.1	XP_047271916.1
NM_001348134.2	NP_001335063.1
NM_001348132.2	NP_001335061.1
NM_001348139.2	NP_001335068.1
NM_001348136.2	NP_001335065.1
NM_001348137.2	NP_001335066.1
NM_001348138.2	NP_001335067.1
NM_001348135.2	NP_001335064.1
NM_001348140.2	NP_001335069.1
NM_006835.3	NP_006826.1
NM_001348133.2	NP_001335062.1
XM_011532399.3	XP_011530701.1
NM_004354.3	NP_004345.1
XM_011532398.2	XP_011530700.1
NM_006419.3	NP_006410.1
NM_001371558.1	NP_001358487.1
NM_001387835.1	NP_001374764.1
NM_001387839.1	NP_001374768.1
NM_001387836.1	NP_001374765.1
NM_001365006.1	NP_001351935.1
NM_144571.3	NP_653172.2
XM_011531809.2	XP_011530111.1
NM_001387842.1	NP_001374771.1
NM_001387838.1	NP_001374767.1
XM_011531807.4	XP_011530109.1
XM_011531806.4	XP_011530108.1
NM_001286790.2	NP_001273719.1
NM_001387841.1	NP_001374770.1
XM_011531808.3	XP_011530110.1
NM_001387843.1	NP_001374772.1
XM_047449963.1	XP_047305919.1
NM_001387840.1	NP_001374769.1
NM_001387837.1	NP_001374766.1
NM_001365007.2	NP_001351936.1
XM_047449962.1	XP_047305918.1
XM_047416089.1	XP_047272045.1
NM_020236.4	NP_064621.3
XM_047416090.1	XP_047272046.1
NM_025074.7	NP_079350.5
NM_001166133.2	NP_001159605.1
NM_005139.3	NP_005130.1
XM_047450154.1	XP_047306110.1
XM_047415932.1	XP_047271888.1
NM_198892.2	NP_942595.1
NM_001419799.1	NP_001406728.1
NM_001419800.1	NP_001406729.1
NM_017593.5	NP_060063.2
XM_017008381.2	XP_016863870.1
XM_047415931.1	XP_047271887.1
NM_001350105.2	NP_001337034.1
NM_001040202.2	NP_001035292.1
NM_001350106.2	NP_001337035.1
XM_047449645.1	XP_047305601.1
XM_005262769.6	XP_005262826.1
XM_024453910.2	XP_024309678.1
XM_047449643.1	XP_047305599.1
XM_017008779.2	XP_016864268.1
XM_017008778.3	XP_016864267.1
XM_017008777.2	XP_016864266.1
NM_032693.3	NP_116082.1
NM_033214.3	NP_149991.2
NM_001286780.2	NP_001273709.1
NM_001286781.2	NP_001273710.1
NM_058172.6	NP_477520.2
NM_001145794.2	NP_001139266.1
NM_020226.4	NP_064611.3
NM_001099403.2	NP_001092873.1
NM_033143.2	NP_149134.1
NM_004464.4	NP_004455.2
NM_001291812.2	NP_001278741.1
XM_017007976.2	XP_016863465.1
XM_047449975.1	XP_047305931.1
XM_017007977.2	XP_016863466.1
XM_011531816.3	XP_011530118.2
NM_001206997.2	NP_001193926.1
NM_152770.3	NP_689983.2
XM_047449977.1	XP_047305933.1
XM_047449976.1	XP_047305932.1
NM_001201.5	NP_001192.4
XM_006714291.4	XP_006714354.1
XM_017008415.2	XP_016863904.2
XM_017008416.2	XP_016863905.2
XM_047415963.1	XP_047271919.1
NM_001282482.1	NP_001269411.1
NM_001282483.1	NP_001269412.1
NM_001282481.1	NP_001269410.1
NM_001282480.1	NP_001269409.1
NM_001282485.2	NP_001269414.1
NM_006259.3	NP_006250.1
NM_001363401.2	NP_001350330.1
XM_017008418.1	XP_016863907.1
NM_001300736.2	NP_001287665.1
NM_001300735.2	NP_001287664.1
NM_152545.3	NP_689758.1
NM_001003810.2	NP_001003810.1
NM_031369.3	NP_112737.1
NM_002138.4	NP_002129.2
NM_031370.3	NP_112738.1
NM_001207000.1	NP_001193929.1
NM_031372.4	NP_112740.1
NM_021204.5	NP_067027.1
NM_001292017.2	NP_001278946.1
NM_001353454.2	NP_001340383.1
NM_001353455.2	NP_001340384.1
NM_001080506.3	NP_001073975.1
NM_001037582.3	NP_001032671.2
NM_024906.3	NP_079182.2
NM_001318120.2	NP_001305049.1
NM_001191049.2	NP_001177978.1
NM_001318119.2	NP_001305048.1
NM_001300744.3	NP_001287673.1
NM_001300745.3	NP_001287674.1
NM_016211.5	NP_057295.2
NM_001077206.4	NP_001070674.1
NM_001077208.4	NP_001070676.1
NM_001077207.4	NP_001070675.1
NM_001400212.1	NP_001387141.1
NM_001400214.1	NP_001387143.1
NM_001400223.1	NP_001387152.1
NM_001400213.1	NP_001387142.1
NM_001400207.1	NP_001387136.1
NM_001400202.1	NP_001387131.1
NM_001400218.1	NP_001387147.1
NM_001400168.1	NP_001387097.1
NM_001400205.1	NP_001387134.1
NM_001400184.1	NP_001387113.1
NM_001400221.1	NP_001387150.1
NM_001400210.1	NP_001387139.1
NM_001400197.1	NP_001387126.1
NM_001400180.1	NP_001387109.1
NM_001400219.1	NP_001387148.1
NM_001400217.1	NP_001387146.1
NM_001400208.1	NP_001387137.1
NM_001400164.1	NP_001387093.1
NM_001400157.1	NP_001387086.1
NM_001400155.1	NP_001387084.1
NM_001400215.1	NP_001387144.1
NM_001400224.1	NP_001387153.1
NM_001400198.1	NP_001387127.1
NM_001400167.1	NP_001387096.1
NM_001400161.1	NP_001387090.1
NM_001400216.1	NP_001387145.1
NM_001400204.1	NP_001387133.1
NM_001400186.1	NP_001387115.1
NM_001400165.1	NP_001387094.1
NM_001400162.1	NP_001387091.1
NM_001400222.1	NP_001387151.1
NM_001400211.1	NP_001387140.1
NM_001400200.1	NP_001387129.1
NM_001400188.1	NP_001387117.1
NM_001400220.1	NP_001387149.1
NM_001400194.1	NP_001387123.1
NM_001400159.1	NP_001387088.1
NM_001400156.1	NP_001387085.1
NM_001400154.1	NP_001387083.1
NM_001400209.1	NP_001387138.1
NM_001400206.1	NP_001387135.1
NM_001400203.1	NP_001387132.1
NM_001400160.1	NP_001387089.1
NM_001400191.1	NP_001387120.1
NM_001400166.1	NP_001387095.1
NM_001400158.1	NP_001387087.1
NM_001400193.1	NP_001387122.1
NM_001400190.1	NP_001387119.1
XM_047416165.1	XP_047272121.1
XM_047416166.1	XP_047272122.1
XM_047416167.1	XP_047272123.1
NM_001317776.2	NP_001304705.1
NM_024672.6	NP_078948.3
XM_047416168.1	XP_047272124.1
XM_047416169.1	XP_047272125.1
NM_001115007.3	NP_001108479.1
XM_017007728.2	XP_016863217.1
XM_005262750.5	XP_005262807.1
NM_001288997.1	NP_001275926.1
XM_006714081.4	XP_006714144.1
NM_001115008.3	NP_001108480.1
NM_001288996.2	NP_001275925.1
NM_194282.4	NP_919258.2
NM_001330727.2	NP_001317656.1
NM_016129.3	NP_057213.2
NM_001258006.2	NP_001244935.1
NM_016619.3	NP_057703.1
NM_001130716.2	NP_001124188.1
NM_001130715.2	NP_001124187.1
NM_015697.9	NP_056512.5
NM_001358921.2	NP_001345850.1
NM_001166498.3	NP_001159970.1
NM_006665.6	NP_006656.2
NM_001098540.3	NP_001092010.1
NM_001199830.1	NP_001186759.1
NM_001297755.2	NP_001284684.2
NM_001297757.2	NP_001284686.1
NM_133636.5	NP_598375.3
NM_001297756.2	NP_001284685.1
NM_001297758.2	NP_001284687.2
NM_001297759.2	NP_001284688.2
NM_016067.4	NP_057151.1
NM_001297769.2	NP_001284698.1
NM_001297767.2	NP_001284696.1
NM_001297770.2	NP_001284699.1
NM_001345962.2	NP_001332891.1
NM_139076.3	NP_620775.2
XM_017008780.2	XP_016864269.1
NM_001256422.1	NP_001243351.1
NM_001256421.1	NP_001243350.1
NM_032717.5	NP_116106.2
XM_017008781.2	XP_016864270.1
XM_011532384.3	XP_011530686.1
NM_006168.3	NP_006159.2
NM_001263.4	NP_001254.2
XM_005262687.4	XP_005262744.1
XM_017007650.3	XP_016863139.1
XM_017007648.3	XP_016863137.1
XM_017007649.3	XP_016863138.1
XM_017007651.3	XP_016863140.1
XM_011531759.3	XP_011530061.1
XM_047449858.1	XP_047305814.1
XM_011531763.4	XP_011530065.1
XM_011531760.4	XP_011530062.1
XM_047449859.1	XP_047305815.1
XM_047449857.1	XP_047305813.1
XM_047449854.1	XP_047305810.1
NM_014991.6	NP_055806.2
XM_047449855.1	XP_047305811.1
XM_047449856.1	XP_047305812.1
XM_011531764.4	XP_011530066.1
XM_047449853.1	XP_047305809.1
XM_011531761.4	XP_011530063.1
XM_011531762.4	XP_011530064.1
XM_011531757.4	XP_011530059.1
XM_047449851.1	XP_047305807.1
XM_005262858.6	XP_005262915.1
XM_017007908.3	XP_016863397.1
XM_047449850.1	XP_047305806.1
XM_047449846.1	XP_047305802.1
XM_047449847.1	XP_047305803.1
XM_047449848.1	XP_047305804.1
XM_047449849.1	XP_047305805.1
XM_017007907.3	XP_016863396.1
XM_017007906.3	XP_016863395.1
XM_047449852.1	XP_047305808.1
XM_047449860.1	XP_047305816.1
XM_011531766.3	XP_011530068.1
XM_011531767.3	XP_011530069.1
NM_001025616.3	NP_001020787.2
XM_024454238.2	XP_024310006.1
XM_047416235.1	XP_047272191.1
NM_001042669.2	NP_001036134.1
NM_001346093.2	NP_001333022.1
XM_011532300.3	XP_011530602.1
NM_001287805.2	NP_001274734.1
NM_031305.3	NP_112595.2
XM_047415964.1	XP_047271920.1
NM_002753.6	NP_002744.1
NM_138982.4	NP_620448.1
NM_001318069.2	NP_001304998.1
NM_001351624.2	NP_001338553.1
NM_001351625.3	NP_001338554.1
NM_001363657.3	NP_001350586.1
NM_138980.4	NP_620446.1
NM_001318068.1	NP_001304997.1
NM_001318067.1	NP_001304996.1
XM_047415966.1	XP_047271922.1
XM_047415967.1	XP_047271923.1
XM_047415968.1	XP_047271924.1
XM_047415965.1	XP_047271921.1
XM_011532165.3	XP_011530467.1
NM_080685.3	NP_542416.1
XM_017008511.3	XP_016864000.1
NM_080683.3	NP_542414.1
XM_017008512.3	XP_016864001.1
XM_017008514.3	XP_016864003.1
XM_017008513.3	XP_016864002.1
NM_006264.3	NP_006255.1
XM_017008516.3	XP_016864005.1
XM_047416041.1	XP_047271997.1
XM_047416038.1	XP_047271994.1
NM_080684.3	NP_542415.1
XM_017008515.3	XP_016864004.1
XM_047416039.1	XP_047271995.1
XM_047416037.1	XP_047271993.1
XM_047416042.1	XP_047271998.1
XM_047416040.1	XP_047271996.1
XM_047416044.1	XP_047272000.1
XM_047416043.1	XP_047271999.1
XM_047416045.1	XP_047272001.1
XM_047416047.1	XP_047272003.1
XM_047416046.1	XP_047272002.1
XM_047416048.1	XP_047272004.1
XM_047416036.1	XP_047271992.1
NM_197965.3	NP_932069.1
NM_144645.4	NP_653246.2
NM_001414640.1	NP_001401569.1
NM_001414639.1	NP_001401568.1
NM_001414641.1	NP_001401570.1
NM_001414642.1	NP_001401571.1
NM_001369889.1	NP_001356818.1
NM_001414638.1	NP_001401567.1
NM_001414635.1	NP_001401564.1
NM_001414636.1	NP_001401565.1
NM_001369888.1	NP_001356817.1
XM_005263007.4	XP_005263064.1
XM_047415702.1	XP_047271658.1
NM_001166693.3	NP_001160165.1
XM_005263009.5	XP_005263066.1
XM_017008215.3	XP_016863704.1
XM_011531973.4	XP_011530275.1
XM_047415703.1	XP_047271659.1
XM_047415705.1	XP_047271661.1
XM_005263013.5	XP_005263070.1
NM_001313959.2	NP_001300888.1
NM_005935.4	NP_005926.1
XM_047415704.1	XP_047271660.1
NM_001313960.2	NP_001300889.1
XM_017008216.2	XP_016863705.1
XM_047416014.1	XP_047271970.1
XM_047416012.1	XP_047271968.1
XM_047416013.1	XP_047271969.1
NM_001292007.2	NP_001278936.1
NM_001292006.2	NP_001278935.1
NM_020803.5	NP_065854.3
XM_047416011.1	XP_047271967.1
NM_001292003.2	NP_001278932.1
NM_001136230.3	NP_001129702.1
NM_178135.5	NP_835236.2
NM_016245.5	NP_057329.3
XM_011532021.2	XP_011530323.1
NM_024047.5	NP_076952.1
NM_001248011.2	NP_001234940.1
NM_198038.3	NP_932155.1
XM_011532032.3	XP_011530334.1
NM_001405228.1	NP_001392157.1
NM_004684.6	NP_004675.3
NM_001291976.2	NP_001278905.1
NM_001128310.3	NP_001121782.1
NM_001291977.2	NP_001278906.1
NM_014208.3	NP_055023.2
NM_004407.4	NP_004398.1
NM_001079911.3	NP_001073380.1
XM_011531705.3	XP_011530007.1
XM_011531706.3	XP_011530008.1
NM_001251830.2	NP_001238759.1
NM_001040058.2	NP_001035147.1
NM_000582.3	NP_000573.1
NM_001040060.2	NP_001035149.1
NM_001251829.2	NP_001238758.1
NM_000297.4	NP_000288.1
XM_011532028.3	XP_011530330.1
XM_011532029.2	XP_011530331.1
XM_011532030.3	XP_011530332.1
NM_001257386.2	NP_001244315.1
NM_001348985.1	NP_001335914.1
XM_011532420.4	XP_011530722.1
XM_017008852.3	XP_016864341.1
NM_001348986.1	NP_001335915.1
NM_001348987.1	NP_001335916.1
NM_001348988.1	NP_001335917.1
NM_001348989.2	NP_001335918.1
NM_004827.3	NP_004818.2
XM_047416558.1	XP_047272514.1
NM_152542.5	NP_689755.3
XM_017007803.3	XP_016863292.1
XM_006714111.5	XP_006714174.1
XM_017007806.3	XP_016863295.1
XM_047449672.1	XP_047305628.1
XM_047449675.1	XP_047305631.1
XM_047449674.1	XP_047305630.1
XM_005262775.5	XP_005262832.1
XM_047449673.1	XP_047305629.1
XM_005263083.5	XP_005263140.1
XM_011532053.4	XP_011530355.1
NM_017912.4	NP_060382.3
NM_001165136.2	NP_001158608.1
XM_047415867.1	XP_047271823.1
XM_047415866.1	XP_047271822.1
NM_016323.4	NP_057407.2
XM_011532022.3	XP_011530324.3
NM_001042616.3	NP_001036081.1
NM_032906.5	NP_116295.1
NM_001375483.1	NP_001362412.1
NM_001375482.1	NP_001362411.1
NM_001375479.1	NP_001362408.1
NM_014606.3	NP_055421.1
NM_001375480.1	NP_001362409.1
NM_001375478.1	NP_001362407.1
NM_001271602.2	NP_001258531.1
NM_001375477.1	NP_001362406.1
NM_001375481.1	NP_001362410.1
NM_001318505.2	NP_001305434.1
NM_153757.4	NP_715638.1
XM_047449481.1	XP_047305437.1
XM_047449479.1	XP_047305435.1
XM_011531516.2	XP_011529818.1
XM_047449482.1	XP_047305438.1
XM_047449480.1	XP_047305436.1
XM_011531517.3	XP_011529819.1
XM_017007624.3	XP_016863113.1
XM_005262683.4	XP_005262740.1
NM_014883.4	NP_055698.2
XM_017007625.1	XP_016863114.1
XM_011531518.2	XP_011529820.1
XM_017007626.1	XP_016863115.1
XM_047449483.1	XP_047305439.1
XM_011531519.4	XP_011529821.1
XM_047449485.1	XP_047305441.1
XM_006714057.4	XP_006714120.1
XM_017007633.3	XP_016863122.1
XM_047449484.1	XP_047305440.1
XM_047449487.1	XP_047305443.1
NM_001265580.2	NP_001252509.1
XM_017007634.3	XP_016863123.1
NM_001265578.2	NP_001252507.1
NM_001265579.2	NP_001252508.1
NM_001015045.3	NP_001015045.1
NM_001382380.1	NP_001369309.1
NM_145715.3	NP_663761.1
NM_198281.3	NP_938022.2
XM_017008044.2	XP_016863533.1
XM_047450091.1	XP_047306047.1
XM_005262936.4	XP_005262993.1
XM_047450090.1	XP_047306046.1
XM_005262937.5	XP_005262994.1
XM_047450089.1	XP_047306045.1
XM_017008043.2	XP_016863532.1
XM_047450093.1	XP_047306049.1
XM_047450092.1	XP_047306048.1
XM_047416552.1	XP_047272508.1
NM_001146055.2	NP_001139527.1
NM_001375285.1	NP_001362214.1
NM_001375286.1	NP_001362215.1
NM_000345.4	NP_000336.1
NM_007308.3	NP_009292.1
NM_001146054.2	NP_001139526.1
NM_001375287.1	NP_001362216.1
NM_001375288.1	NP_001362217.1
NM_001375290.1	NP_001362219.1
XM_011532205.3	XP_011530507.1
XM_011532206.2	XP_011530508.1
XM_011532203.2	XP_011530505.1
XM_011532204.4	XP_011530506.1
XM_047416097.1	XP_047272053.1
XM_011532207.2	XP_011530509.1
NM_001371403.1	NP_001358332.1
XM_047449831.1	XP_047305787.1
NM_007351.3	NP_031377.2
NM_001410735.1	NP_001397664.1
XM_011531936.2	XP_011530238.1
NM_001145065.2	NP_001138537.1
XM_047415679.1	XP_047271635.1
XM_011531943.3	XP_011530245.1
XM_011531942.3	XP_011530244.1
XM_017008195.2	XP_016863684.1
XM_011531941.3	XP_011530243.1
XM_011531947.2	XP_011530249.1
XM_011531951.2	XP_011530253.1
XM_011531950.3	XP_011530252.1
XM_011531946.3	XP_011530248.1
XM_011531949.3	XP_011530251.1
XM_017008199.2	XP_016863688.1
XM_011531945.2	XP_011530247.1
XM_011531948.2	XP_011530250.1
NM_001377987.1	NP_001364916.1
XM_011531956.3	XP_011530258.1
XM_047415680.1	XP_047271636.1
XM_011531955.3	XP_011530257.1
XM_011531957.3	XP_011530259.1
XM_047415683.1	XP_047271639.1
XM_017008198.2	XP_016863687.1
XM_011531958.2	XP_011530260.1
XM_017008201.2	XP_016863690.1
XM_047415684.1	XP_047271640.1
XM_017008200.2	XP_016863689.1
XM_017008194.2	XP_016863683.1
XM_011531938.3	XP_011530240.1
XM_047415678.1	XP_047271634.1
XM_047415681.1	XP_047271637.1
XM_011531937.3	XP_011530239.1
NM_207491.2	NP_997374.1
XM_011531939.3	XP_011530241.1
XM_047450133.1	XP_047306089.1
XM_024454024.2	XP_024309792.1
NM_001510.4	NP_001501.2
XM_017008122.3	XP_016863611.1
NM_001286838.1	NP_001273767.1
XM_017008120.3	XP_016863609.1
XM_047450132.1	XP_047306088.1
XM_011531893.3	XP_011530195.2
XM_017008118.2	XP_016863607.1
XM_017008121.2	XP_016863610.1
XM_017008127.2	XP_016863616.1
XM_017008119.2	XP_016863608.1
XM_047450134.1	XP_047306090.1
XM_047450135.1	XP_047306091.1
XM_047450136.1	XP_047306092.1
XM_011531894.3	XP_011530196.1
XM_024454025.2	XP_024309793.1
XM_047450137.1	XP_047306093.1
NM_005172.2	NP_005163.1
NM_001128430.2	NP_001121902.1
NM_001375855.1	NP_001362784.1
NM_001375858.1	NP_001362787.1
NM_001128429.3	NP_001121901.1
NM_020159.5	NP_064544.2
NM_001375857.1	NP_001362786.1
XM_024454154.2	XP_024309922.1
NM_001375856.1	NP_001362785.1
XM_047415987.1	XP_047271943.1
NM_001375859.1	NP_001362788.1
NM_001254949.2	NP_001241878.1
XM_005262932.4	XP_005262989.1
NM_014485.3	NP_055300.1
NM_006457.5	NP_006448.5
NM_001256426.2	NP_001243355.2
NM_001256427.2	NP_001243356.2
NM_001011513.4	NP_001011513.4
NM_001256425.2	NP_001243354.2
NM_001256428.2	NP_001243357.2
NM_001011515.3	NP_001011515.1
NM_001011516.3	NP_001011516.1
NM_001256429.2	NP_001243358.1
XM_017008559.2	XP_016864048.1
XM_047416093.1	XP_047272049.1
XM_047416091.1	XP_047272047.1
XM_011532201.3	XP_011530503.1
NM_001203.3	NP_001194.1
XM_017008558.2	XP_016864047.1
XM_047416094.1	XP_047272050.1
XM_017008560.2	XP_016864049.1
NM_001256792.2	NP_001243721.1
NM_001256793.2	NP_001243722.1
NM_001256794.1	NP_001243723.1
XM_047416095.1	XP_047272051.1
NM_003728.4	NP_003719.3
XM_005263321.4	XP_005263378.1
XM_047416346.1	XP_047272302.1
XM_047416345.1	XP_047272301.1
NM_005390.5	NP_005381.1
XM_047450118.1	XP_047306074.1
XM_017008049.3	XP_016863538.1
XM_011531886.4	XP_011530188.1
XM_017008051.3	XP_016863540.1
NM_174952.3	NP_777612.1
XM_047450119.1	XP_047306075.1
XM_047450120.1	XP_047306076.1
NM_001100426.2	NP_001093896.1
NM_021159.5	NP_066982.3
NM_001100428.2	NP_001093898.1
XM_024454165.2	XP_024309933.1
NM_001100430.2	NP_001093900.1
NM_001100427.2	NP_001093897.1
XM_024454164.2	XP_024309932.1
NM_001100429.2	NP_001093899.1
XM_024454166.2	XP_024309934.1
XM_047416051.1	XP_047272007.1
XM_024454168.2	XP_024309936.1
XM_047416052.1	XP_047272008.1
XM_005262680.2	XP_005262737.1
NM_005723.4	NP_005714.2
XM_047449475.1	XP_047305431.1
XM_047449473.1	XP_047305429.1
XM_047449472.1	XP_047305428.1
XM_047449477.1	XP_047305433.1
XM_047449476.1	XP_047305432.1
NM_001968.5	NP_001959.1
NM_001130679.3	NP_001124151.1
NM_001331017.2	NP_001317946.1
NM_001130678.4	NP_001124150.1
NM_015143.3	NP_055958.2
XM_017007914.3	XP_016863403.1
XM_011531779.3	XP_011530081.1
XM_011531777.4	XP_011530079.1
XM_024453946.2	XP_024309714.1
XM_047449884.1	XP_047305840.1
XM_047449883.1	XP_047305839.1
XM_017007916.3	XP_016863405.1
XM_017007917.3	XP_016863406.1
XM_047449885.1	XP_047305841.1
XM_011531778.3	XP_011530080.1
XM_024453947.2	XP_024309715.1
XM_047449886.1	XP_047305842.1
XM_047449887.1	XP_047305843.1
XM_024453951.2	XP_024309719.1
NM_000671.4	NP_000662.3
NM_000670.5	NP_000661.2
NM_001306172.2	NP_001293101.1
NM_001306171.2	NP_001293100.1
NM_001102470.2	NP_001095940.1
NM_000672.4	NP_000663.1
NM_000667.4	NP_000658.1
NM_000668.6	NP_000659.2
NM_001286650.2	NP_001273579.1
NM_000669.5	NP_000660.1
NM_000673.7	NP_000664.3
NM_001166504.2	NP_001159976.1
NM_032149.3	NP_115525.2
XM_011532315.3	XP_011530617.1
NM_001134666.3	NP_001128138.1
NM_001375882.1	NP_001362811.1
NM_001134665.3	NP_001128137.1
NM_001375881.1	NP_001362810.1
NM_001375880.1	NP_001362809.1
NM_152292.5	NP_689505.1
XM_047416418.1	XP_047272374.1
NM_000253.4	NP_000244.2
NM_001300785.2	NP_001287714.2
NM_001386140.1	NP_001373069.1
NM_001354435.2	NP_001341364.1
XM_373030.12	XP_373030.5
XM_017008024.2	XP_016863513.1
XM_011531840.3	XP_011530142.1
NM_001306151.2	NP_001293080.1
NM_014395.3	NP_055210.2
XM_017008023.2	XP_016863512.1
XM_011531843.4	XP_011530145.1
NM_021970.4	NP_068805.1
NM_001243736.1	NP_001230665.1
NM_001278310.2	NP_001265239.1
NM_001031723.4	NP_001026893.1
XM_047416185.1	XP_047272141.1
XM_047416184.1	XP_047272140.1
XM_047416186.1	XP_047272142.1
NM_001278311.2	NP_001265240.1
NM_002106.4	NP_002097.1
NM_145244.4	NP_660287.1
NM_001159694.2	NP_001153166.1
NM_016242.4	NP_057326.2
XM_011532024.4	XP_011530326.1
XM_017008290.2	XP_016863779.1
NM_001130692.2	NP_001124164.1
NM_001130691.2	NP_001124163.1
